id,name,email,date,score,amount,category
9670,Chris Davis,chris.davis@example.com,2021-08-14,68,76.11,E-Commerce
9671,Avery Jones,avery.jones@test.net,2021/01/11,82,"$1,806.93",wholesale
9672,Lee Garcia,lee.garcia@example.com,01/12/2024,93,"$1,460.68",Retail
9673,  RILEY GARCIA  ,..riley.garcia..@example.com,2020/04/22,13,$88.53, Retail 
9674,  avery brown  ,..avery.brown..@mail.com,12-09-2022,94,1194.31,e-comm
9675,Robin Jones,ROBIN.JONES@EXAMPLE.COM,2024-02-24,3911,289.31,ONLINE
9676,riley taylor,,01/02/2021,32,$710.31,E-Commerce
9677,sam taylor,sam.taylor@sample.org,09/08/2022,96,"$1,049.21",retail
9678,Riley Smith,RILEY.SMITH@SAMPLE.ORG,2024-09-29,80,$179.43,Wholesale
9679,sam anderson,SAM.ANDERSON@EXAMPLE.COM,02-18-2021,66,$30.51,Retail
9680,  JAMIE WILLIAMS  ,..jamie.williams..@example.com,05/05/2023,3263, 949 ,wholesale
9681,  ROBIN WILLIAMS  ,..robin.williams..@sample.org,2024-10-06,76,$266.84,E-Commerce
9682,jordan brown,jordan.brown@sample.org,09-28-2024,38,$513.30,retail
9683,Riley Martinez,riley.martinez@test.net,24/04/2022,72,1671.26,E-Commerce
9684,  casey davis  ,..casey.davis..@example.com,2022-02-28,54,148.41, Wholesale 
9685,Morgan Martinez,morgan.martinez@example.com,2024-05-02,60,1407.39,ONLINE
9686,  Taylor Brown  ,..taylor.brown..@mail.com,2020-12-19,21,$695.11,Wholesale
9687,Alex Wilson,ALEX.WILSON@TEST.NET,29/03/2023,34,"$1,575.76",wholesale
9688,Morgan Davis,morgan.davis@mail.com,05/11/2023,90,979.31,ONLINE
9689,Jordan Rodriguez, jordan.rodriguez@test.net ,2023-09-20,28,$809.28,retail
9690,  quinn wilson  ,..quinn.wilson..sample.org,17/05/2024,50,304.24,Retail
9691,  Sam Brown  ,..sam.brown..@example.com,2021-09-19,16,"$1,727.14",E-Commerce
9692,taylor brown,taylor.brown@test.net,04-17-2020,63,"$1,513.94",Wholesale
9693,Riley Miller, RILEY.MILLER@EXAMPLE.COM ,22/11/2024,61,"$1,620.47",retail
9694,  QUINN SMITH  ,..quinn.smith..@test.net,2024-08-12,40, 1018 ,E-Commerce
9695,Lee Taylor,lee.taylor@sample.org,2021-05-03,61,$172.43,Retail
9696,Parker Martinez,parker.martinez@mail.com,11/12/2022,18,"$1,984.45",Wholesale
9697,  Chris Anderson  ,   chris anderson  @sample org ,2022-11-03,5,1961.21, E-Commerce 
9698,  casey davis  ,..casey.davis..@test.net,23/05/2021,NA,257.63,wholesale
9699,Morgan Garcia,MORGAN.GARCIAMAIL.COM,08-13-2022,1259,"$1,855.87",Wholesale
9700,Robin Williams, ROBIN.WILLIAMS@EXAMPLE.COM ,02-11-2023,60,1641.36,E-Commerce
9701,Quinn Davis,quinn.davis@sample.org,2020-06-02,99,$778.23,Retail
9702,LEE SMITH,lee.smith@example.com,07-26-2022,56,"$1,922.17",ONLINE
9703,casey wilson,casey.wilson@sample.org,2024-02-12,63,$764.45,Retail
9704,Alex Taylor,ALEX.TAYLOR@SAMPLE.ORG,2021/03/18,61,"$1,507.85",retail
9705,  Taylor Wilson  ,..taylor.wilson..@mail.com,06/12/2024,48,$192.81, ONLINE 
9706,Sam Brown,sam.brown@sample.org,15/11/2022,22,"$1,197.01",ONLINE
9707,,taylor.rodriguez@test.net,07-24-2021,4,$931.96,retail
9707,,taylor.rodriguez@test.net,07-24-2021,4,$931.96,retail
9708,Quinn Rodriguez,quinn.rodriguez@test.net,2021-09-15,25,$294.98,ONLINE
9709,  Taylor Taylor  ,..TAYLOR.TAYLOR..@MAIL.COM,2022-09-15,50,"$1,793.73",E-Commerce
9710,  drew johnson  ,..drew.johnson..@test.net,2020-04-26,91,949.88,E-Commerce
9711,  CHRIS GARCIA  ,..chris.garcia..sample.org,30/07/2020,15,"$1,401.98",E-Commerce
9712,  Morgan Miller  , ..morgan.miller..@mail.com ,08-11-2020,1692,255.68,Wholesale
9713,Jamie Anderson,jamie.anderson@sample.org,2021/07/24,35,$428.60,ONLINE
9714,Chris Garcia,chris.garcia@sample.org,2022/06/04,82,"$1,215.19",ONLINE
9715,Casey Williams, casey.williams@example.com ,03-05-2022,4,$353.16,retail
9716,jordan martinez, jordan.martinez@example.com ,13/05/2021,3102, 775 ,E-Commerce
9717,quinn taylor,quinn.taylor@test.net,09-29-2020,71,188.77, e-comm 
9718,Parker Martinez,parker.martinez@test.net,22/12/2022,,1698.68,Wholesale
9719,  jordan martinez  ,..jordan.martinez..@example.com,2020-08-17,76,1864.4,Wholesale
9720,MORGAN MARTINEZ,morgan.martinez@example.com,2023/08/09,4980,$377.47,Retail
9721,  Sam Taylor  ,..sam.taylor..@sample.org,,78,"$1,804.92",wholesale
9722,  avery johnson  ,..avery.johnson..@mail.com,06-19-2022,66,1209.63,e-comm
9723,  CHRIS SMITH  ,..chris.smith..@test.net,2022/02/06,32,$501.12, retail 
9724,ALEX BROWN,alex.brown@sample.org,2021/05/28,42,311.18,E-Commerce
9725,Avery Rodriguez,avery.rodriguez@test.net,01-14-2023,14,"$1,317.99",wholesale
9726,Morgan Johnson,morgan.johnson@mail.com,2024/09/12,4,661.97,Wholesale
9727,Chris Taylor,chris.taylor@example.com,2021/08/26,,"$1,976.09",ONLINE
9728,,..PARKER.MILLER..@TEST.NET,28/12/2022,29,$187.59,retail
9729,Chris Wilson,CHRIS.WILSON@SAMPLE.ORG,2020/02/22,43,1339.97,Wholesale
9730,  Jamie Johnson  ,..JAMIE.JOHNSON..SAMPLE.ORG,07-01-2022,14,1391.75,Wholesale
9731,QUINN SMITH,quinn.smith@example.com,2022-05-02,abc,529.84, wholesale 
9732,Jordan Taylor,JORDAN.TAYLOR@MAIL.COM,2022/10/02,47,$44.94,e-comm
9733,jamie davis,jamie.davis@sample.org,09-08-2020,87,316.7,ONLINE
9734,  Morgan Williams  , ..MORGAN.WILLIAMS..@TEST.NET ,2020-09-18,50,"$1,745.58",ONLINE
9735,  Morgan Martinez  ,..morgan.martinez..@mail.com,15/05/2021,41,530.11,wholesale
9736,PARKER SMITH,PARKER.SMITH@SAMPLE.ORG,09-21-2021,62,764.64,wholesale
9737,Alex Brown, alex.brown@sample.org ,2020-09-11,2287,$445.29,Wholesale
9738,parker johnson,parker.johnson@example.com,14/09/2022,4017,$820.65,retail
9739,JAMIE MARTINEZ,jamie.martinez@test.net,12-03-2023,2681,1277.74,e-comm
9740,  avery anderson  , ..avery.anderson..@example.com ,2022-07-29,86,"$1,945.62",Wholesale
9741,  Avery Davis  ,..AVERY.DAVIS..@TEST.NET,21/09/2023,48,"$1,976.51",Retail
9742,  Chris Davis  ,..CHRIS.DAVIS..@MAIL.COM,2020/01/08,69,"$1,668.17", Retail 
9743,Jordan Brown,jordan.brown@sample.org,2023-03-12,6,"$1,236.18",ONLINE
9744,Morgan Rodriguez,morgan.rodriguez@example.com,2022/12/07,86,$583.39,ONLINE
9745,Jordan Jones, jordan.jones@mail.com ,05-20-2021,abc,"$1,982.45",Wholesale
9746,  avery taylor  ,..avery.taylor..@sample.org,2021/03/06,68,$502.83, Wholesale 
9747,Drew Miller,drew.miller@example.com,12-04-2024,65,$239.65,retail
9748,Robin Garcia,robin.garcia@example.com,2023-08-11,65,"$1,610.68",ONLINE
9749,Drew Miller,drew.miller@sample.org,2020-10-19,78,467.57,e-comm
9750,parker miller,,01-03-2020,abc,"$1,973.77",retail
9751,  Sam Jones  , ..SAM.JONES..@EXAMPLE.COM ,2021/10/10,59,$338.21,e-comm
9752,Taylor Davis,taylor.davis@sample.org,24/11/2023,57,1711.49,Wholesale
9753,lee wilson,lee.wilson@test.net,2023-11-26,79,991.49,E-Commerce
9754,casey jones,casey.jones@test.net,12-17-2024,31,"$1,470.66",E-Commerce
9755,drew williams,DREW.WILLIAMS@SAMPLE.ORG,01-29-2022,21,"$1,687.73",e-comm
9756,  quinn johnson  ,..quinn.johnson..sample.org,19/10/2021,65,$237.93,ONLINE
9757,Taylor Garcia,TAYLOR.GARCIA@MAIL.COM,2020/02/02,2, 247 ,retail
9758,taylor garcia,taylor.garcia@sample.org,24/11/2021,3,"$1,301.39",ONLINE
9759,  Chris Miller  ,..CHRIS.MILLER..@EXAMPLE.COM,2020/11/21,,$276.12,E-Commerce
9760,Parker Williams,parker.williams@test.net,2022-03-19,48,1982.12,Retail
9761,riley johnson,riley.johnson@example.com,2020/05/03,36,451.28,Wholesale
9762,Casey Miller,CASEY.MILLER@TEST.NET,04-09-2023,18,"$1,375.27",Retail
9763,Riley Rodriguez,riley.rodriguez@test.net,30/11/2021,42,$177.55,Wholesale
9764,casey jones,casey.jones@mail.com,2022-12-02,40,125.84,e-comm
9765,  Casey Williams  ,  casey williams  @sample org,30/03/2022,39,239.88,wholesale
9766,Lee Johnson,lee.johnson@test.net,01-18-2020,21,328.86,e-comm
9767,  Casey Martinez  , ..CASEY.MARTINEZ..@MAIL.COM ,2020-01-04,,$895.53,Retail
9768,jamie garcia,jamie.garcia@example.com,2022/04/03,49,"$1,373.45", retail 
9769,chris garcia, chris.garcia@test.net ,26/05/2021,90,674.09,e-comm
9770,ALEX GARCIA,alex.garcia@sample.org,10-14-2023,1417,832.56,e-comm
9771,morgan smith,morgan.smith@sample.org,03-05-2022,NA,1481.42, E-Commerce 
9772,Jordan Taylor, jordan.taylor@example.com ,2024/01/13,54,1315.68, e-comm 
9773,Drew Smith, drew.smith@mail.com ,,43,"$1,634.16",e-comm
9774,  Jordan Williams  ,..jordan.williams..@example.com,2021-08-14,8,658.99,wholesale
9775,Quinn Williams,QUINN.WILLIAMS@SAMPLE.ORG,10-18-2021,32, 247 ,Wholesale
9776,Jordan Davis,jordan.davisexample.com,2022/04/21,abc,"$1,810.35",retail
9777,  Morgan Brown  ,..morgan.brown..example.com,24/03/2024,2950,409.97,E-Commerce
9778,Avery Brown, avery.brown@example.com ,06/07/2022,97,"$1,045.17", Retail 
9779,Jordan Anderson, jordan.anderson@example.com ,2022-04-21,97,247.76, wholesale 
9780,Lee Smith,lee.smith@sample.org,,,604.7,ONLINE
9781,Chris Garcia,chris.garcia@mail.com,,89,"$1,541.18",e-comm
9782,Jamie Johnson,jamie.johnson@sample.org,2021/12/24,92,"$1,085.07",Retail
9783,ROBIN WILSON,robin.wilson@mail.com,01/05/2022,2982, 1070 ,Retail
9784,Sam Rodriguez,sam.rodriguez@mail.com,2024/01/23,80, 915 ,ONLINE
9785,  TAYLOR TAYLOR  ,..TAYLOR.TAYLOR..@TEST.NET,06-03-2022,1,$162.77, Wholesale 
9786,alex brown, ALEX.BROWN@MAIL.COM ,2020/03/12,3,"$1,985.50",retail
9787,  Alex Taylor  ,..alex.taylor..@sample.org,04-27-2022,abc,"$1,032.80",ONLINE
9788,JORDAN TAYLOR,jordan.taylor@mail.com,22/03/2020,91, 317 , retail 
9789,Robin Johnson,ROBIN.JOHNSON@SAMPLE.ORG,2022/02/02,17, 1953 ,Wholesale
9790,Robin Anderson,ROBIN.ANDERSON@EXAMPLE.COM,03-14-2022,11,1170.44,ONLINE
9791,Morgan Martinez, morgan.martinez@example.com ,04/07/2022,51,"$1,537.87",retail
9792,Alex Brown,alex.brown@mail.com,08/06/2022,17,"$1,488.00",Wholesale
9793,  JAMIE DAVIS  , ..JAMIE.DAVIS..@SAMPLE.ORG ,14/06/2023,28,$546.43,Wholesale
9794,quinn williams,quinn.williams@mail.com,08-01-2023,62,"$1,096.06",e-comm
9795,Casey Taylor,casey.taylor@example.com,08-10-2023,38,"$1,428.97",Wholesale
9796,Casey Brown,casey.brown@test.net,2022-11-23,88,$853.53,wholesale
9797,JORDAN GARCIA, jordan.garcia@sample.org ,2020/08/10,54,1352.29,retail
9798,Drew Taylor,DREW.TAYLOR@SAMPLE.ORG,08-31-2022,96,43.9, wholesale 
9799,, ..avery.anderson..@example.com ,19/04/2020,NA, 1103 ,E-Commerce
9800,Quinn Davis, quinn.davis@mail.com ,2020/04/15,72,1750.36,E-Commerce
9801,Robin Garcia,robin.garcia@sample.org,15/03/2021,87,$65.43,Retail
9802,Jamie Wilson,jamie.wilson@mail.com,2023-10-15,28,"$1,261.59", Wholesale 
9803,AVERY JOHNSON,AVERY.JOHNSON@MAIL.COM,06-23-2020,NA,"$1,302.89",e-comm
9804,quinn davis,quinn.davis@sample.org,10-23-2020,34,"$1,102.92", wholesale 
9805,QUINN BROWN,quinn.brown@sample.org,2020-06-17,44,$765.43,Wholesale
9806,Jamie Garcia, jamie.garcia@mail.com ,2020-01-01,84,"$1,846.28",wholesale
9806,Jamie Garcia, jamie.garcia@mail.com ,2020-01-01,84,"$1,846.28",wholesale
9807,drew johnson,DREW.JOHNSON@SAMPLE.ORG,,6,1107.99,retail
9808,Robin Rodriguez,robin.rodriguez@mail.com,02-26-2021,3,$908.98,retail
9809,drew jones,drew.jones@sample.org,2023/06/24,88,1845.64,wholesale
9810,Sam Anderson,SAM.ANDERSON@TEST.NET,2023-11-01,66, 184 , wholesale 
9811,,chris.davis@test.net,27/12/2020,1639, 504 , Retail 
9812,Riley Jones,riley.jonessample.org,,24,$386.07,wholesale
9813,Morgan Wilson,morgan.wilson@mail.com,2021/11/17,98,$645.77,retail
9814,Drew Jones, drew.jones@test.net ,2021-07-26,88,"$1,802.69",Retail
9815,DREW RODRIGUEZ,drew.rodriguez@example.com,2022/10/01,3136,"$1,068.09",e-comm
9816,  Quinn Brown  ,..quinn.brown..@mail.com,2020-04-22,58,$139.40,retail
9817,LEE MILLER, lee.miller@test.net ,17/12/2024,88,$878.88,retail
9818,  Morgan Anderson  ,..MORGAN.ANDERSON..@MAIL.COM,2021/05/23,4, 317 ,E-Commerce
9819,Avery Anderson,avery.anderson@mail.com,04-24-2022,33,"$1,308.37", wholesale 
9820,casey smith,casey.smith@mail.com,28/03/2023,,"$1,754.66",ONLINE
9821,Taylor Garcia,taylor.garcia@sample.org,2021-02-28,,735.25,ONLINE
9822,drew davis,drew.davis@sample.org,2020/08/07,94,1153.46, e-comm 
9823,Quinn Brown,quinn.brown@test.net,03-01-2023,80,1143.23,retail
9824,Jordan Brown,jordan.brown@sample.org,16/07/2020,79,1953.01,Retail
9825,Drew Anderson, DREW.ANDERSONMAIL.COM ,2024/06/02,2907,$743.25,E-Commerce
9826,drew taylor,drew.taylor@example.com,26/10/2023,54,$574.18,E-Commerce
9827,Lee Rodriguez,lee.rodriguez@example.com,2023/01/28,100,"$1,685.40",e-comm
9827,Lee Rodriguez,lee.rodriguez@example.com,2023/01/28,100,"$1,685.40",e-comm
9828,Sam Martinez,sam.martinez@mail.com,17/06/2024,85,$127.63,E-Commerce
9829,robin wilson,robin.wilson@sample.org,,44,50.59,Wholesale
9830,  Jamie Smith  ,..jamie.smith..@mail.com,2020/11/25,,1779.38, wholesale 
9831,quinn anderson, quinn.anderson@sample.org ,2023-02-20,20,1668.18,wholesale
9832,  CHRIS JONES  , ..chris.jones..@sample.org ,2021/05/15,82,$881.55,Wholesale
9833,jordan davis,jordan.davis@sample.org,11-10-2022,abc,859.79,wholesale
9834,LEE JONES, lee.jones@example.com ,08-26-2024,NA,$841.08,e-comm
9835,casey jones,casey.jones@example.com,2022/05/23,29,918.87,E-Commerce
9836,Casey Johnson,casey.johnson@test.net,2021/01/24,3,"$1,534.22",Wholesale
9837,  Drew Miller  ,..DREW.MILLER..@SAMPLE.ORG,19/05/2024,92, 805 , Wholesale 
9838,riley miller,riley.millermail.com,04-13-2023,8,"$1,393.98",wholesale
9839,lee martinez,lee.martinez@sample.org,2024-01-10,61,$491.12,retail
9840,Avery Rodriguez,avery.rodriguez@mail.com,17/04/2022,63,295.38,wholesale
9841,Parker Anderson, parker.anderson@example.com ,2020-07-10,68,"$1,776.98",wholesale
9842,Robin Taylor, robin.taylor@example.com ,2021-11-14,4711,$503.23,retail
9843,Robin Miller,robin.miller@test.net,2021-06-24,71,"$1,412.14",retail
9844,Chris Davis,CHRIS.DAVIS@SAMPLE.ORG,2022-07-21,,"$1,709.99",Wholesale
9845,Jordan Anderson,jordan.anderson@test.net,2022-04-02,60,$343.80,retail
9846,  parker rodriguez  ,..PARKER.RODRIGUEZ..@MAIL.COM,2022/01/29,26,"$1,028.73", Retail 
9847,Taylor Jones,taylor.jones@example.com,2022-03-08,null,294.85, Wholesale 
9848,Morgan Wilson,morgan.wilson@sample.org,02-14-2022,0,$707.21,e-comm
9849,Quinn Jones,quinn jones@mail com,07/11/2021,26,149.06,E-Commerce
9850,Jordan Brown, jordan.brownexample.com ,2021/05/22,86,"$1,819.68",wholesale
9851,  Avery Williams  , ..avery.williams..@mail.com ,04-17-2024,20,1076.61,ONLINE
9852,ALEX WILLIAMS,alex.williams@example.com,03-26-2024,NA,1944.38,ONLINE
9853,Taylor Rodriguez, taylor.rodriguez@sample.org ,05-28-2024,2240,1547.89,ONLINE
9854,Morgan Wilson,MORGAN.WILSON@SAMPLE.ORG,11-17-2023,78,1416.93,retail
9855,jordan smith,jordan.smith@mail.com,11-28-2023,4398,$887.03, e-comm 
9856,  Chris Jones  , ..chris.jones..@mail.com ,10/08/2020,1,1770.95, Retail 
9857,QUINN RODRIGUEZ,QUINN.RODRIGUEZ@TEST.NET,2021/02/13,47,1682.38,retail
9858,  ALEX JOHNSON  ,..alex.johnson..@sample.org,2024/06/07,8,"$1,457.38", Wholesale 
9859,taylor anderson,taylor.anderson@sample.org,18/01/2024,55,"$1,372.05",E-Commerce
9860,Sam Martinez, sam.martinez@test.net ,2024/06/25,74,$848.85,E-Commerce
9861,RILEY JOHNSON,riley.johnson@example.com,20/06/2020,null,1216.76,E-Commerce
9862,  Drew Wilson  ,..drew.wilson..@test.net,2024/04/26,3824,200.21,ONLINE
9863,  jordan rodriguez  ,..jordan.rodriguez..@test.net,,78,"$1,975.26",wholesale
9864,Morgan Martinez,morgan.martinez@mail.com,06-07-2023,16, 1681 ,wholesale
9865,  drew rodriguez  ,..drew.rodriguez..@sample.org,07-26-2023,64,"$1,494.99",Retail
9866,chris wilson,chris.wilson@mail.com,2020/12/02,21,1699.15,wholesale
9867,riley wilson,riley wilson@test net,27/08/2022,,1921.3, e-comm 
9868,parker jones,parker.jones@sample.org,2024/06/21,32,"$1,557.67",wholesale
9869,Avery Johnson,AVERY.JOHNSON@SAMPLE.ORG,2022-06-02,3250, 974 ,ONLINE
9870,LEE SMITH, lee.smith@mail.com ,2021-01-14,46,$701.64,E-Commerce
9871,Quinn Williams,quinn.williams@example.com,01-20-2024,27,1832.46, E-Commerce 
9872,riley miller, riley.miller@mail.com ,07/11/2021,abc,$82.96, Retail 
9873,  ALEX ANDERSON  ,..ALEX.ANDERSON..@MAIL.COM,2021-11-15,56,$123.21,ONLINE
9874,,sam anderson@mail com,09-04-2022,3,"$1,014.03", ONLINE 
9875,JORDAN WILLIAMS,jordan.williams@example.com,02-23-2021,10, 1112 ,Wholesale
9876,Avery Williams,avery.williams@mail.com,2020/03/22,27,"$1,095.39",ONLINE
9877,Alex Anderson,alex.anderson@example.com,2024/08/29,34,1042.94, ONLINE 
9878,  Jamie Miller  ,..jamie.miller..@example.com,2021-01-15,null,731.16,e-comm
9879,Quinn Martinez,quinn.martinez@mail.com,07-20-2020,95,"$1,770.85", retail 
9880,jordan garcia, JORDAN.GARCIA@EXAMPLE.COM ,17/09/2021,53,"$1,948.96",e-comm
9881,Drew Taylor,drew.taylorexample.com,2024/04/30,79, 1351 ,retail
9882,Quinn Smith,quinn.smith@mail.com,08-24-2021,77, 1792 ,E-Commerce
9883,  Avery Johnson  ,..avery.johnson..@test.net,2024/09/29,24,$402.01,E-Commerce
9884,Chris Taylor,CHRIS.TAYLOR@MAIL.COM,2020-03-17,59,$515.41,E-Commerce
9885,ROBIN JONES,robin.jones@test.net,2024/12/30,28,"$1,513.71",ONLINE
9886,Alex Anderson,alex.anderson@mail.com,28/10/2023,56,"$1,448.54",E-Commerce
9887,taylor martinez,taylor.martinez@example.com,2020-08-08,70,1367.53,E-Commerce
9888,  SAM JOHNSON  ,..SAM.JOHNSON..@EXAMPLE.COM,2024/06/02,22,$774.09,Wholesale
9889,  SAM DAVIS  ,..sam.davis..@example.com,2021-11-01,35,$709.57,Wholesale
9890,morgan wilson,morgan.wilson@mail.com,2023-11-23,3881,"$1,152.24",Retail
9891,Casey Garcia,casey.garcia@test.net,2022-04-07,,728.04,wholesale
9892,avery taylor,avery.taylor@mail.com,25/05/2020,25,"$1,885.57",ONLINE
9893,  drew garcia  ,..drew.garcia..@example.com,2022/05/29,95,1618.59,E-Commerce
9894,  Avery Martinez  ,..avery.martinez..@example.com,2020-03-15,69,1190.95,Retail
9895,  CASEY DAVIS  ,,25/06/2024,4,$321.65, e-comm 
9896,Alex Wilson,alex.wilson@example.com,11-08-2022,4408,1573.01,retail
9897,CHRIS GARCIA,chris.garcia@test.net,06-09-2022,abc,"$1,550.54",e-comm
9898,Quinn Garcia,quinn.garcia@example.com,2024-08-16,95,1305.16,retail
9899,Riley Anderson,riley.andersonexample.com,2023/10/19,1611,"$1,970.12", e-comm 
9900,,..TAYLOR.SMITH..@MAIL.COM,2024/10/15,96,1973.56,Wholesale
9901,Lee Davis, LEE.DAVIS@TEST.NET ,2021/05/27,56,960.52,wholesale
9902,Chris Smith,chris.smith@test.net,2022-06-15,NA,782.46, E-Commerce 
9903,  Riley Anderson  ,..riley.anderson..@test.net,2021-03-18,0,"$1,646.15",E-Commerce
9904,Sam Davis, sam.davis@example.com ,2021-04-16,29,$36.39,Wholesale
9905,Parker Rodriguez,PARKER.RODRIGUEZSAMPLE.ORG,2024/09/25,32,"$1,889.54",wholesale
9906,Avery Martinez,AVERY.MARTINEZ@TEST.NET,2024/09/19,32, 1030 ,ONLINE
9907,Chris Taylor, CHRIS.TAYLOR@TEST.NET ,03-22-2021,14,99.56,retail
9908,chris rodriguez,chris.rodriguez@mail.com,2021/10/27,35,87.34,Wholesale
9909,,..avery.taylor..@example.com,2020-05-25,41,"$1,378.65",Retail
9910,Quinn Rodriguez, quinn rodriguez@test net ,2020-07-25,42,129.15, retail 
9911,Drew Smith,drew.smith@test.net,2021-07-30,69,"$1,708.21",ONLINE
9912,Lee Williams, LEE.WILLIAMS@SAMPLE.ORG ,2024/07/02,,"$1,486.71",E-Commerce
9913,jordan martinez,jordan.martinez@example.com,2020-06-14,37,$887.29, wholesale 
9914,Sam Wilson,SAM.WILSON@MAIL.COM,2021-08-02,77,1936.95,ONLINE
9915,Riley Brown,RILEY.BROWN@TEST.NET,19/05/2024,75,1756.0,retail
9916,Riley Wilson,riley.wilson@test.net,2021-12-02,92,$280.14,e-comm
9917,  RILEY MARTINEZ  ,..RILEY.MARTINEZ..@SAMPLE.ORG,06-21-2021,null,1928.64,retail
9918,chris williams, CHRIS.WILLIAMS@TEST.NET ,2020/09/26,24,"$1,318.89",Retail
9919,taylor martinez,taylor.martinez@sample.org,2020/05/09,37,1504.19,Wholesale
9920,Parker Johnson, parker.johnson@test.net ,10-18-2024,603, 1196 , retail 
9921,,..ALEX.TAYLOR..@SAMPLE.ORG,12-13-2022,97,$723.97,e-comm
9922,Morgan Williams,morgan.williams@sample.org,2021/04/23,85,1826.98,wholesale
9923,  CHRIS GARCIA  ,..CHRIS.GARCIA..@TEST.NET,10-09-2023,54,955.85, wholesale 
9924,  Quinn Anderson  ,..quinn.anderson..@sample.org,24/06/2024,57,1306.95, retail 
9925,  Sam Johnson  ,..SAM.JOHNSON..@SAMPLE.ORG,08-11-2024,3253,1426.03,ONLINE
9926,Quinn Miller,quinn.miller@mail.com,2020-03-02,88,520.93, retail 
9927,casey rodriguez,casey.rodriguez@test.net,20/11/2023,88,272.15,wholesale
9928,JAMIE MARTINEZ,JAMIE.MARTINEZMAIL.COM,03/11/2021,7, 793 , E-Commerce 
9929,jordan davis,jordan.davis@mail.com,2023-12-10,95,"$1,723.49",e-comm
9930,Chris Smith,chris.smith@example.com,02/03/2020,16,"$1,418.69", Retail 
9931,Morgan Martinez,MORGAN.MARTINEZ@TEST.NET,2023-11-03,79,"$1,156.65",Wholesale
9932,ROBIN MILLER,robin.miller@mail.com,14/03/2022,68,471.35,e-comm
9933,  JORDAN TAYLOR  ,..jordan.taylor..@test.net,2024/04/05,9,735.87,e-comm
9934,Jordan Davis,JORDAN.DAVIS@EXAMPLE.COM,2024/08/15,null,1931.07, retail 
9935,lee rodriguez,LEE.RODRIGUEZ@EXAMPLE.COM,2020/04/18,72,"$1,230.26",ONLINE
9936,Parker Miller, parker.millertest.net ,13/05/2020,78,$921.81,Retail
9937,Casey Wilson,casey.wilson@mail.com,08-24-2022,3201, 1021 , ONLINE 
9938,Sam Garcia,sam.garcia@mail.com,2022/06/27,3785,374.35,wholesale
9939,Taylor Davis, taylor.davis@example.com ,12-16-2024,79,"$1,007.76",E-Commerce
9940,Jordan Anderson,JORDAN.ANDERSON@SAMPLE.ORG,2022-07-12,8,1998.19, Retail 
9941,robin miller, robin.miller@mail.com ,2021/08/13,69,704.47,E-Commerce
9942,Casey Martinez, casey.martinez@example.com ,2022/12/12,63,132.11,wholesale
9943,,sam.jones@mail.com,10-19-2021,77, 1035 ,E-Commerce
9944,  avery anderson  ,..avery.anderson..@test.net,02-21-2020,39,1854.03, ONLINE 
9945,parker rodriguez,parker.rodriguez@mail.com,06-09-2020,,1363.74,wholesale
9946,  Chris Rodriguez  ,..CHRIS.RODRIGUEZ..@MAIL.COM,24/02/2023,69,$459.65,e-comm
9947,Jamie Williams, jamie.williams@mail.com ,01-31-2021,42,$246.42,Wholesale
